# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGID	COGIDS	BORID	CONCEPT_IN_SOURCE
4717	Mombo	LEAVE	dɛ́:ndɛ̀	dɛ́:ndɛ̀	d ⁵/ɛː ⁿd ¹/ɛ	1114	2342	60	
4718	Nanga	LEAVE	dɔ̀gɔ́	dɔ̀gɔ́	d ¹/ɔ ɡ ⁵/ɔ	1114	2336	60	
4719	PergeTegu	LEAVE	tíwɛ́	tíwɛ́	t ⁵/i w ⁵/ɛ	1114	2334	0	
4720	YandaDom	LEAVE	dɔ̀gɔ́	dɔ̀gɔ́	d ¹/ɔ ɡ ⁵/ɔ	1114	2336	60	
4721	SonghaiSenni	LEAVE	nàŋ	nàŋ	n ¹/a ŋ	3690	2343	0	
4722	Bambara	LEAVE	noguⁿ	noguⁿ	n o ɡ ũ	3006	2332	0	
4723	Soninke	LEAVE	búgú	búgú	b ⁵/u ɡ ⁵/u	3006	2344	0	
4724	SonghaiSenni	LEAVE	fáttá	fáttá	f ⁵/a t t ⁵/a	3691	5378	0	
4725	Bambara	LEAVE	bɔ́	bɔ́	b ⁵/ɔ	3007	2345	0	
#
4726	ToroTegu	LEFT	bàrⁿíyⁿà	bàrⁿíyⁿà	b ¹/a ∼/r̃ ⁵/i + ∼/j ¹/a	1119	2347 2357	3828	
4727	BenTey	LEFT	bànǎyⁿ	bànǎyⁿ	b ¹/a n ¹⁵/a + ∼/j	1119	2347 2348	3828	
4728	BankanTey	LEFT	bàndǎy	bàndǎy	b ¹/a ⁿd ¹⁵/a + j	1119	2347 2348	3828	
4729	Nanga	LEFT	bàrìyɛ́	bàrìyɛ́	b ¹/a r ¹/i + j ⁵/ɛ	1119	2347 2357	3828	
4730	PergeTegu	LEFT	bàlá	bàlá	b ¹/a l ⁵/a	1119	2347	3828	
4731	TogoKan	LEFT	nàná	nàná	n ¹/a n ⁵/a	1118	2349	3827	
4732	YornoSo	LEFT	nàná, bàlàgá	nàná	n ¹/a n ⁵/a	1118	2349	3827	
4733	TommoSo	LEFT	nààndá	nààndá	n ¹/aː ⁿd ⁵/a	1118	2349	3827	
4734	DogulDom	LEFT	nà:g nàndà-ŋ́	nà:g_nàndà-ŋ́	n ¹/aː ɡ + n ¹/a ⁿd ¹/a + ŋ	1120	2355 2349 2356	0	
4735	TebulUre	LEFT	bàndá	bàndá	b ¹/a ⁿd ⁵/a	1119	2347	3828	
4736	YandaDom	LEFT	nàndà	nàndà	n ¹/a ⁿd ¹/a	1118	2349	3827	
4737	BonduSo	LEFT	nàndǎ:	nàndǎ:	n ¹/a ⁿd ¹⁵/aː	1118	2349	3827	
4738	Bunoge	LEFT	nùmà-gá X (nùmà-gá sè 'left foot')	nùmà-gá	n ¹/u m ¹/a + ɡ ⁵/a	1118	5193 2354	3827	
4739	DonnoSo	LEFT	nà:ndá	nà:ndá	n ¹/aː ⁿd ⁵/a	1118	2349	3827	
4740	TiranigeDiga	LEFT	nɔ́:ndɔ́	nɔ́:ndɔ́	n ɔː ⁿd ⁵/ɔ	1118	2349	3827	
4741	Mombo	LEFT	ná:gà	ná:gà	n ⁵/aː ɡ ¹/a	1118	2355	3827	
4742	Jamsay	LEFT	bàná	bàná	b ¹/a n ⁵/a	1119	2347	3828	
4743	Penange	LEFT	nwá:gá	nwá:gá	n w ⁵/aː ɡ ⁵/a	1118	2355	3827	
4744	Bangime	LEFT	báràà-m̀-pèè	báràà	b ⁵/a r ¹/aː	2449	5032	3828	
4745	SonghaiSenni	LEFT	gòbòrì	gòbòrì	ɡ ¹/o b ¹/o r ¹/i	3692	5194	0	
4746	Bambara	LEFT	numáⁿ	numáⁿ	n u m ⁵/ã	3009	2346	3827	
4747	BozoDebo	LEFT	koⁿdo	koⁿdo	k õ d o	3010	2350	0	
4748	BozoHainyaxo	LEFT	koⁿŋofa	koⁿŋofa	k õ ŋ o f a	3011	2350	0	
4749	BozoKorondougounord	LEFT	koⁿdo	koⁿdo	k õ d o	3010	2350	0	
4750	BozoKorondougousud	LEFT	koⁿdo	koⁿdo	k õ d o	3010	2350	0	
4751	BozoKotya	LEFT	koⁿddocugu	koⁿddocugu	k õ d d o + tʃ u ɡ u	3012	2350 2351	0	
4752	BozoPondorinord	LEFT	koⁿdo	koⁿdo	k õ d o	3010	2350	0	
4753	BozoPondorisud	LEFT	koⁿnoⁿsu	koⁿnoⁿsu	k õ n õ s u	3011	2350	0	
4754	BozoTieyaxo	LEFT	kwoⁿnipa	kwoⁿnipa	k w õ + n i p a	3013	2352 2353	0	
4755	BozoTiemaCewe	LEFT	kuoⁿdo	kuoⁿdo	k u õ d o	3010	2350	0	
4756	Fulfulde	LEFT	nano	nano	n a n o	128	5195	3827	
4757	Soninke	LEFT	nòògê	nòògê	n ¹/o: ɡ ⁵¹/e	3009	2358	3827	
4758	ToroSo	LEFT	nàná	nàná	n ¹/a n ⁵/a	1118	2349	3827	
4759	BonduSo	LEFT	nándààn	nándààn	n ⁵/a ⁿd ¹/a:	1118	2349	3827	
#
4760	ToroTegu	LICK	dɛ̀gú	dɛ̀gú	d ¹/ɛ ɡ ⁵/u	1122	2361	3853	
4761	BenTey	LICK	dɛ̀gɛ́	dɛ̀gɛ́	d ¹/ɛ ɡ ⁵/ɛ	1122	2361	3853	
4762	TebulUre	LICK	dɛ̀gɛ́ (dɛ̀gɛ́-tì-)	dɛ̀gɛ́	d ¹/ɛ ɡ ⁵/ɛ	1122	2361	3853	
4763	BonduSo	LICK	nɛ́gɛ́	nɛ́gɛ́	n ⁵/ɛ ɡ ⁵/ɛ	1121	2360	3851	
4764	Bunoge	LICK	dɛ́lɛ̀	dɛ́lɛ̀	d ⁵/ɛ l ¹/ɛ	1122	2360	3853	
4765	TiranigeDiga	LICK	nɛ́lɔ́	nɛ́lɔ́	n ⁵/ɛ l ⁵/ɔ	1121	2360	3851	
4766	Mombo	LICK	nɛ́lɛ́	nɛ́lɛ́	n ⁵/ɛ l ⁵/ɛ	1121	2360	3851	
4767	Fulfulde	LICK	mettaade	mett-aade	m e t t + aː d e	129	2362 2363	0	
4768	SonghaiKiini	LICK	lów	lów	l ⁵/o w	3693	2364	0	
4769	Jamsay	LICK	dɛ̀gɛ́	dɛ̀gɛ́	d ¹/ɛ ɡ ⁵/ɛ	1122	2361	3853	
4770	BankanTey	LICK	dɛ̌:	dɛ̌:	d ¹⁵/ɛː	1122	2361	3853	
4771	Nanga	LICK	dɛ̀gɛ́	dɛ̀gɛ́	d ¹/ɛ ɡ ⁵/ɛ	1122	2361	3853	
4772	YandaDom	LICK	dɛ̀gɛ́	dɛ̀gɛ́	d ¹/ɛ ɡ ⁵/ɛ	1122	2361	3853	
4773	TommoSo	LICK	dɛ̀gɛ́	dɛ̀gɛ́	d ¹/ɛ ɡ ⁵/ɛ	1122	2361	3853	
4774	YornoSo	LICK	dɛ̀gɛ́	dɛ̀gɛ́	d ¹/ɛ ɡ ⁵/ɛ	1122	2361	3853	
4775	Penange	LICK	dɛ̀gɛ́	dɛ̀gɛ́	d ¹/ɛ ɡ ⁵/ɛ	1122	2361	3853	
4776	TogoKan	LICK	dɛ̀gɛ́	dɛ̀gɛ́	d ¹/ɛ ɡ ⁵/ɛ	1122	2361	3853	
4777	PergeTegu	LICK	dɛ̀gɛ́	dɛ̀gɛ́	d ¹/ɛ ɡ ⁵/ɛ	1122	2361	3853	
4778	TomoKan	LICK	jɛ̀ʔɛ̀	jɛ̀ʔɛ̀	dʒ ¹/ɛ ʔ ¹/ɛ	1122	2361	3853	
4779	Bambara	LICK	nɔ́ⁿ	nɔ́ⁿ	n ⁵/ɔ̃	3014	2359	3851	
4780	Soninke	LICK	tàrá	tàrá	t ¹/a r ⁵/a	3015	2360	3853	
4781	SonghaiSenni	LICK	ló:gú	ló:gú	l ⁵/oː ɡ ⁵/u	3694	2365	0	
4782	Bangime	LICK	dɛ̀ɛ̀-rɛ̀ (2)	dɛ̀ɛ̀-rɛ̀	d ¹/ɛː r ¹/ɛ	2450	5033	3853	
#
4783	Bambara	LIE DOWN	nogu	nogu	n o ɡ u	3016	2367	0	
4784	Bangime	LIE DOWN	tūrù (1)	tūrù	t ³/u r ¹/u	2451	2368	3867	
4785	Fulfulde	LIE DOWN	leelaade	leel-aade	l eː l + aː d e	130	2372 2373	0	
4786	Jenaama	LIE DOWN	sāgā	sāgā	s ³/a ɡ ³/a	3018	2370	3871	
4787	ToroTegu	LIE DOWN	ìsú	ìsú	¹/i s ⁵/u	1127	2381	3871	
4788	BenTey	LIE DOWN	bì-yé	bì-yé	b ¹/i + j ⁵/e	1125	2366 2369	0	
4789	BankanTey	LIE DOWN	bìyé	bìyé	b ¹/i j ⁵/e	1123	2366	0	
4790	PergeTegu	LIE DOWN	ìnjé	ìnjé	¹/i ⁿdʒ ⁵/e	1124	2371	3867	
4791	Jamsay	LIE DOWN	ìɲé	ìɲé	¹/i ɲ ⁵/e	1128	2371	0	
4792	TogoKan	LIE DOWN	ìmú ìm-î:	ìmú_ìm-î:	¹/i m ⁵/u + ¹/i m + ⁵¹/iː	1129	2375 2376 2377	0	
4793	YornoSo	LIE DOWN	dǐ:ⁿ-	dǐ:ⁿ	d ĩ:	1124	2379	3867	
4794	TommoSo	LIE DOWN	ǹjó ǹjí-yó	ǹjó_ǹjí-yó	ⁿdʒ ⁵/o + ⁿdʒ ⁵/i + j ⁵/o	1130	2378 2379 2380	0	
4795	DogulDom	LIE DOWN	bìy-yé	bìy-yé	b ¹/i j + j ⁵/e	1125	2366 2369	0	
4796	TebulUre	LIE DOWN	bě (běy-yà-)	bě	b ¹⁵/e	1123	2366	0	
4797	YandaDom	LIE DOWN	bì-yó	bì-yó	b ¹/i j ⁵/o	1123	2366	0	
4798	BonduSo	LIE DOWN	bǐy	bǐy	b ¹⁵/i j	1123	2366	0	
4799	Ampari	LIE DOWN	bíyò (bìyè, bíyé-rí)	bíyò	b ⁵/i j ¹/o	1123	2366	0	
4800	Bunoge	LIE DOWN	bí:-yè	bí:yè	b ⁵/iː j ¹/e	1123	2366	0	
4801	DonnoSo	LIE DOWN	ùnj-é:-	ùnj-é:	¹/u ⁿdʒ ⁵/eː	1124	2371	3867	
4802	TiranigeDiga	LIE DOWN	bí-yó ~ bí:-yó	bí-yó	b ⁵/i j ⁵/o	1123	2366	0	
4803	Mombo	LIE DOWN	bí:yè	bí:yè	b ⁵/iː j ¹/e	1123	2366	0	
4804	Penange	LIE DOWN	bí-yé (imperative bì-yó)	bí-yé	b ⁵/i j ⁵/e	1123	2366	0	
4805	Nanga	LIE DOWN	bìyé	bìyé	b ¹/i j ⁵/e	1123	2366	0	
4806	TomoKan	LIE DOWN	mí:	mí:	m ⁵/iː	1131	2375	0	
4807	BozoHainyaxo	LIE DOWN	saga	saga	s a ɡ a	3018	2370	3871	
4808	BozoPondorinord	LIE DOWN	sa	sa	s a	3018	2370	3871	
4809	BozoTieyaxo	LIE DOWN	sa	sa	s a	3018	2370	3871	
4810	BozoPondorisud	LIE DOWN	sa	sa	s a	3018	2370	3871	
4811	BozoKotya	LIE DOWN	caa	caa	tʃ aː	3017	2370	3867	
4812	BozoTiemaCewe	LIE DOWN	caa	caa	tʃ aː	3017	2370	3867	
4813	BozoDebo	LIE DOWN	saa	saa	s aː	3018	2370	3871	
4814	BozoKorondougousud	LIE DOWN	sa	sa	s a	3018	2370	3871	
4815	SonghaiSenni	LIE DOWN	kání	kání	k ⁵/a n ⁵/i	3695	2374	0	
4816	Soninke	LIE DOWN	sáxú	sáxú	s ⁵/a x ⁵/u	3018	2370	3871	
4817	ToroSo	LIE DOWN	dìín	dìín	d ¹⁵/i: n	1124	2379	3867	
4818	BonduSo	LIE DOWN	bìní-yɛ̀ɛ̀	bìní-yɛ̀ɛ̀	b ¹/i n ⁵/i + j ¹/ɛː	1125	2366 2369	0	
#
4819	SonghaiSenni	LIFT	kà:-ndù	kà:ndù	k ¹/aː ⁿd ¹/u	3698	5379	0	
4820	SonghaiSenni	LIFT	tún-éyndí	tún-éyndí	t ⁵/u n + ⁵/e j ⁿd ⁵/i	3699	5380 5381	0	
4821	SonghaiSenni	LIFT	zíg-éyndí	zíg-éyndí	z ⁵/i ɡ + ⁵/e j ⁿd ⁵/i	3699	2396 5381	0	
4822	SonghaiSenni	LIFT	jélí	jélí	dʒ ⁵/e l ⁵/i	3697	2395	3899	
4823	SonghaiSenni	LIFT	sámbú	sámbú	s ⁵/a ⁿb ⁵/u	3696	2397	0	
4824	Fulfulde	LIFT	huncude	hunc-ude	h u ⁿtʃ + u d e	131	5311 2389	0	
4825	Bangime	LIFT	pùɡɛ̀-rɛ̀	pùɡɛ̀-rɛ̀	p ¹/u ɡ ¹/ɛ + r ¹/ɛ	2452	5034 2383	0	
4826	ToroTegu	LIFT	só	só	s ⁵/o	1132	2384	0	
4827	BenTey	LIFT	àyí	àyí	¹/a j ⁵/i	1133	2385	0	
4828	BankanTey	LIFT	zɛ́	zɛ́	z ⁵/ɛ	1132	2384	0	
4829	PergeTegu	LIFT	yɛ̀ŋgɛ́	yɛ̀ŋgɛ́	j ¹/ɛ ⁿɡ ⁵/ɛ	1135	2382	0	
4830	TogoKan	LIFT	ɲàŋá	ɲàŋá	ɲ ¹/a ŋ ⁵/a	1137	2388	0	
4831	YornoSo	LIFT	gèɲɛ́ xxx[chaining]	gèɲɛ́	ɡ ¹/e ɲ ⁵/ɛ	1138	2390	0	
4832	DogulDom	LIFT	yɛ̀ŋɛ́	yɛ̀ŋɛ́	j ¹/ɛ ŋ ⁵/ɛ	1135	2387	0	
4833	TebulUre	LIFT	ɲǎ: (ɲǎ:-tì-)	ɲǎ:	ɲ ¹⁵/aː	1137	2388	0	
4834	YandaDom	LIFT	tógó, tó:, zɛ̀nɛ́	tógó	t ⁵/o ɡ ⁵/o	1134	2382	3899	
4835	BonduSo	LIFT	jɛ̀njɛ́	jɛ̀njɛ́	dʒ ¹/ɛ ⁿdʒ ⁵/ɛ	1134	2386	3899	
4836	Bunoge	LIFT	dúgɛ̀	dúgɛ̀	d ⁵/u ɡ ¹/ɛ	1134	2382	3899	
4837	Jamsay	LIFT	jɛ̀ɲɛ́, dě:	jɛ̀ɲɛ́	dʒ ¹/ɛ ɲ ⁵/ɛ	1134	2390	3899	
4838	TiranigeDiga	LIFT	tɔ́gɔ́	tɔ́gɔ́	t ⁵/ɔ ɡ ⁵/ɔ	1134	2382	3899	
4839	Mombo	LIFT	gɛ́ŋgyɛ́	gɛ́ŋg-yɛ́	ɡ ⁵/ɛ ⁿɡ + j ⁵/ɛ	1136	2391 2392	0	
4840	Penange	LIFT	nɛ́mɛ́	nɛ́mɛ́	n ⁵/ɛ m ⁵/ɛ	1137	2393	0	
4841	Nanga	LIFT	àyí	àyí	¹/a j ⁵/i	1133	2385	0	
4842	TommoSo	LIFT	jèɲɲé	jèɲɲé	dʒ ¹/e ɲ ɲ ⁵/e	1134	2390	3899	
#
4843	SonghaiSenni	LIGHT (WEIGHT)	dò:n	dò:n	d ¹/oː n	3700	2414	0	
4844	ToroTegu	LIGHT (WEIGHT)	ɛ́rú	ɛ́rú	⁵/ɛ r ⁵/u	1141	2402	0	
4845	BenTey	LIGHT (WEIGHT)	ɲɛ̀rⁿú	ɲɛ̀rⁿú	ɲ ¹/ɛ r̃ ⁵/u	1141	2402	0	
4846	BankanTey	LIGHT (WEIGHT)	yɛ́mbɛ̀	yɛ́mbɛ̀	j ⁵/ɛ ⁿb ¹/ɛ	1140	2401	0	
4847	Nanga	LIGHT (WEIGHT)	ɛ́rⁿî	ɛ́rⁿî	⁵/ɛ r̃ ⁵¹/i	1141	2402	0	
4848	PergeTegu	LIGHT (WEIGHT)	ɲɛ́rⁿú	ɲɛ́rⁿú	ɲ ⁵/ɛ r̃ ⁵/u	1141	2402	0	
4849	Gourou	LIGHT (WEIGHT)	ɲɛ́n	ɲɛ́n	ɲ ⁵/ɛ n	1146	2402	0	
4850	YornoSo	LIGHT (WEIGHT)	yóló, wɛ́y	yóló	j ⁵/o l ⁵/o	1140	2403	0	
4851	TommoSo	LIGHT (WEIGHT)	wɛ́y	wɛ́y	w ⁵/ɛ + j	1145	2408 4830	0	
4852	DogulDom	LIGHT (WEIGHT)	yɛ̀wùlú (yɛ̀wǔl), ɛ́nɛ̀nɛ̀	yɛ̀wùlú	j ¹/ɛ w ¹/u + l ⁵/u	1144	2406 2407	0	
4853	YandaDom	LIGHT (WEIGHT)	ɛ̀n	ɛ̀n	¹/ɛ n	1146	2402	0	
4854	BonduSo	LIGHT (WEIGHT)	yɛ̀rí-yè	yɛ̀rí-yè	j ¹/ɛ r ⁵/i + j ¹/e	1142	2403 2404	0	
4855	Bunoge	LIGHT (WEIGHT)	yàw-yàw (predicate yáw-yáw bò)	yàw-yàw	j ¹/a w + j ¹/a w	1143	2405 2404	0	
4856	DonnoSo	LIGHT (WEIGHT)	wɛ̂y	wɛ̂y	w ¹⁵/ɛ + j	1145	2408 4830	0	
4857	TiranigeDiga	LIGHT (WEIGHT)	né:ŋgó-rá	né:ŋgó-rá	n ⁵/eː ⁿɡ ⁵/o + r ⁵/a	1148	2415 2416	0	
4858	Mombo	LIGHT (WEIGHT)	yáw-yáw kánní	yáw-yáw_kánní	j ⁵/a w + j ⁵/a w + k ⁵/a n n ⁵/i	1143	2405 2404 2413	0	
4859	Penange	LIGHT (WEIGHT)	yáw-yáw	yáw-yáw	j ⁵/a w + j ⁵/a w	1143	2405 2404	0	
4860	Fulfulde	LIGHT (WEIGHT)	hoyde	hoy-de	h o j + d e	132	2409 2410	0	
4861	Jenaama	LIGHT (WEIGHT)	pélú-gù (1)	pélú-gù	p ⁵/e l ⁵/u + ɡ ¹/u	3021	2411 2412	61	
4862	Jamsay	LIGHT (WEIGHT)	ɲɛ́n	ɲɛ́n	ɲ ⁵/ɛ n	1146	2402	0	
4863	TogoKan	LIGHT (WEIGHT)	ɲɛ́rⁿú	ɲɛ́rⁿú	ɲ ⁵/ɛ r̃ ⁵/u	1141	2402	0	
4864	Bambara	LIGHT (WEIGHT)	kókkóhè	kókkóhè	k ⁵/o k k ⁵/o h ¹/e	3020	2398	0	
4865	Bambara	LIGHT (WEIGHT)	fɛ́gɛ́ⁿ	fɛ́gɛ́ⁿ	f ⁵/ɛ ɡ ⁵/ɛ̃	3022	2399	0	
4866	Bangime	LIGHT (WEIGHT)	péɡé-péɡè	péɡé-péɡè	p ⁵/e ɡ ⁵/e + p ⁵/e ɡ ¹/e	2453	5035 2400	61	
#
4867	SonghaiSenni	LIMP	símbárú	símbárú	s ⁵/i ⁿb ⁵/a r ⁵/u	3701	2427	0	
4868	Bangime	LIMP	sèŋèndà	sèŋèndà	s ¹/e ŋ ¹/e + ⁿd ¹/a	2454	2418 5036	3942	
4869	Fulfulde	LIMP	layude	laʄ-ude	l a ʄ + u d e	133	2423 2424	0	
4870	ToroTegu	LIMP	tíŋúnò tíŋúnú	tíŋúnò_tíŋúnú	t ⁵/i ŋ ⁵/u n ¹/o + t ⁵/i ŋ ⁵/u n ⁵/u	1154	2422 2429	0	
4871	BankanTey	LIMP	tí:rⁿí	tí:rⁿí	t ⁵/iː ∼/r̃ ⁵/i	1150	2420	3941	
4872	PergeTegu	LIMP	kúwɔ́ tégé	kúwɔ́_tégé	k ⁵/u w ⁵/ɔ + t ⁵/e ɡ ⁵/e	1152	2425 2421	3944	
4873	TommoSo	LIMP	ánú tégé	ánú_tégé	⁵/a n ⁵/u + t ⁵/e ɡ ⁵/e	1152	2428 2421	3944	
4874	DogulDom	LIMP	tégè	tégè	t ⁵/e ɡ ¹/e	1152	2421	3944	
4875	BonduSo	LIMP	téŋgí	téŋgí	t ⁵/e ⁿɡ ⁵/i	1152	2421	3944	
4876	Bunoge	LIMP	tíŋójè	tíŋójè	t ⁵/i ŋ ⁵/o + dʒ ¹/e	1151	2422 2419	3942	
4877	Jamsay	LIMP	kɔ́: tégé	kɔ́:_tégé	k ɔː + t ⁵/e ɡ ⁵/e	1152	2425 2421	3944	
4878	TiranigeDiga	LIMP	tíŋgó	tíŋgó	t ⁵/i ⁿɡ ⁵/o	1152	2421	3944	
4879	Mombo	LIMP	tégé, tí:lè	tégé	t ⁵/e ɡ ⁵/e	1152	2421	3944	
4880	Penange	LIMP	téŋgéŋ kání	téŋgéŋ_kání	t ⁵/e ⁿɡ ⁵/e ŋ + k ⁵/a n ⁵/i	1153	2421 2426	0	
4881	Nanga	LIMP	tégé	tégé	t ⁵/e ɡ ⁵/e	1152	2421	3944	
4882	TebulUre	LIMP	tégé	tégé	t ⁵/e ɡ ⁵/e	1152	2421	3944	
4883	TogoKan	LIMP	kúwɔ́ tégé	kúwɔ́ tégé	k ⁵/u w ⁵/ɔ + t ⁵/e ɡ ⁵/e	1152	2425 2421	3944	
4884	YandaDom	LIMP	tégé	tégé	t ⁵/e ɡ ⁵/e	1152	2421	3944	
4885	YornoSo	LIMP	tégé	tégé	t ⁵/e ɡ ⁵/e	1152	2421	3944	
4886	Bambara	LIMP	cúⁿ	cúⁿ	tʃ ⁵/ũ	3023	2417	3941	
4887	Bambara	LIMP	jɛ̀ⁿgɛ́	jɛ̀ⁿgɛ́	dʒ ∼/ɛ ɡ ⁵/ɛ	3024	220	3944	
#
4888	Bangime	LION	kìjɛ̀ (1)	kìjɛ̀	k ¹/i j ¹/ɛ	2455	2432	0	
4889	Fulfulde	LION	rawaandu-ladde	rawaandu-ladde	r a w aː + ⁿd u + l a d d e	134	2440 2441 2442	0	
4890	Jenaama	LION	wārābà	wārābà	w ³/a r ³/a + b ¹/a	3027	2436 2444	0	
4891	SonghaiSenni	LION	gànjì-hày	gànjì-hày	ɡ ¹/a ⁿdʒ ¹/i + h ¹/a j	3702	2445 2446	0	
4892	Ampari	LION	ágá nárà	ágá nárà	⁵/a ɡ ⁵/a + n ⁵/a r ¹/a	1155	2430 2431	0	
4893	BankanTey	LION	dùŋgú-m	dùŋgú-m	d ¹/u ⁿɡ ⁵/u + m	1157	2430 2433	0	
4894	BenTey	LION	tà-dùŋgú-m	tà-dùŋgú-m	t ¹/a + d ¹/u ⁿɡ ⁵/u + m	1157	2434 2430 2435	0	
4895	Bunoge	LION	námbálà	námbálà	n ⁵/a m + b ⁵/a l ¹/a	1158	2438 2439	0	
4896	DogulDom	LION	yàrá	yàrá	j ¹/a r ⁵/a	1156	2436	3960	
4897	DonnoSo	LION	yàrá	yàrá	j ¹/a r ⁵/a	1156	2436	3960	
4898	Gourou	LION	dùŋ-yàrá	dùŋ-yàrá	d ¹/u ŋ + j ¹/a r ⁵/a	1160	2443 2436	0	
4899	Jamsay	LION	dùŋ-yàrá	dùŋ-yàrá	d ¹/u ŋ + j ¹/a r ⁵/a	1160	2443 2436	0	
4900	Mombo	LION	yárà	yárà	j ⁵/a r ¹/a	1156	2436	3960	
4901	BonduSo	LION	yàrá	yàrá	j ¹/a r ⁵/a	1156	2436	3960	
4902	Nanga	LION	yàrá	yàrá	j ¹/a r ⁵/a	1156	2436	3960	
4903	Penange	LION	nà:mbàlà	nà:mbàlà	n ¹/aː m + b ¹/a l ¹/a	1158	2438 2439	0	
4904	PergeTegu	LION	dùŋ-yàrá	dùŋ-yàrá	d ¹/u ŋ + j ¹/a r ⁵/a	1160	2443 2436	0	
4905	TebulUre	LION	dùŋ-yàrá	dùŋ-yàrá	d ¹/u ŋ + j ¹/a r ⁵/a	1160	2443 2436	0	
4906	TiranigeDiga	LION	dúŋgá	dúŋgá	d ⁵/u ŋ + ɡ ⁵/a	1160	2430 4831	0	
4907	TogoKan	LION	yàrá	yàrá	j ¹/a r ⁵/a	1156	2436	3960	
4908	TomoKan	LION	yárá	yárá	j ⁵/a r ⁵/a	1156	2436	3960	
4909	ToroTegu	LION	ǒw à-nú	ǒw à-nú	¹⁵/o w + ¹/a + n ⁵/u	1162	2447 2433 2448	0	
4910	YandaDom	LION	dùŋ-yàrà	dùŋ-yàrà	d ¹/u ŋ + j ¹/a r ¹/a	1160	2443 2436	0	
4911	YornoSo	LION	yàrá	yàrá	j ¹/a r ⁵/a	1156	2436	3960	
4912	BozoTieyaxo	LION	xoⁿbo	xoⁿbo	x õ b o	3026	2437	0	
4913	ToroSo	LION	dùŋ yàrá	dùŋ yàrá	d ¹/u ŋ + j ¹/a r ⁵/a	1160	2443 2436	0	
4914	Bambara	LION	jàrá	jàrá	j ¹/a r ⁵/a	3025	224	3960	
#
4915	SonghaiSenni	LOCK	mè:-dà:bù-r-ò	mè:dà:_bù-r-ò	m ¹/eː d ¹/aː + b ¹/u + r + ¹/o	3703	2459 2460 2461 2462	0	
4916	Bangime	LOCK	sɔ̀rɡú	sɔ̀rɡú	s ¹/ɔ r + ɡ ⁵/u	2456	5037 5038	62	
4917	Fulfulde	LOCK	sokude	sok-ude	s o k + u d e	135	2455 2456	62	
4918	Mombo	LOCK	bò:ⁿ dágá	bò:ⁿ_dágá	b õː + d ⁵/a ɡ ⁵/a	1165	2458 2451	0	
4919	TiranigeDiga	LOCK	bówⁿ pɔ̀wɔ́, , pɔ̀wɔ̀	bówⁿ_pɔ̀wɔ́	b ⁵/o ∼/w̃ + p ¹/ɔ w ⁵/ɔ	1167	2458 2463	0	
4920	Jamsay	LOCK	cɛ̀wɛ̀-sɔ́ɣɔ́	cɛ̀wɛ̀_sɔ́ɣɔ́	tʃ ¹/ɛ w ¹/ɛ + s ⁵/ɔ ɣ ⁵/ɔ	1165	2451 2457	0	
4921	PergeTegu	LOCK	cìŋgɛ̀-sɔ́gú	cìŋgɛ̀_sɔ́gú	tʃ ¹/i ⁿɡ ¹/ɛ + s ⁵/ɔ ɡ ⁵/u	1165	2451 2457	0	
4922	DogulDom	LOCK	dàgù-dàgú-ŋ́ (pl -dàgúⁿ yà:)	dàgù_dàgú-ŋ́	d ¹/a ɡ ¹/u + d ¹/a ɡ ⁵/u + ŋ	1165	2449 2451 2454	0	
4923	Nanga	LOCK	dógírí	dógírí	d ⁵/o ɡ ⁵/i + r ⁵/i	1163	2451 2452	0	
4924	BenTey	LOCK	dógúrú	dógúrú	d ⁵/o ɡ ⁵/u + r ⁵/u	1163	2451 2452	0	
4925	TogoKan	LOCK	kàⁿ-tímí	kàⁿ-tímí	k ã + t ⁵/i m ⁵/i	1168	2450 2464	0	
4926	TebulUre	LOCK	kàŋgà-[dàgú-ŋgò] (door-locker)	kàŋgà_dàgú-ŋgò	k ¹/a ⁿɡ ¹/a + d ¹/a ɡ ⁵/u + ⁿɡ ¹/o	1166	2450 2451 2454	0	
4927	ToroTegu	LOCK	kà-tìlú	kà-tìlú	k ¹/a + t ¹/i l ⁵/u	1168	2450 2464	0	
4928	BonduSo	LOCK	kúfárù\\kúfárì	kúfárù	k ⁵/u f ⁵/a + r ¹/u	1164	2453 2452	0	
4929	YandaDom	LOCK	sáŋ	sáŋ	s ⁵/a ŋ	1172	2449	62	
4930	YornoSo	LOCK	tà:ⁿ-dágá, tà:ⁿ-sɔ́gɔ́	tà:ⁿ_dágá	t ∼/ãː + d ⁵/a ɡ ⁵/a	1165	2449 2451	0	
4931	TommoSo	LOCK	tàà dàgá	tàà_dàgá	t ¹/aː + d ¹/a ɡ ⁵/a	1165	2449 2451	0	
4932	DonnoSo	LOCK	tàŋà-dágà	tàŋà_dágà	t ¹/a ŋ ¹/a + d ⁵/a ɡ ¹/a	1165	2449 2451	0	
4933	DogulDom	LOCK	témbùrùg	tém_bùrùg	t ⁵/e m + b ¹/u r ¹/u + ɡ	1173	2464 2465 2454	0	
#
4934	Bambara	LOOK	nogu	nogu	n o ɡ u	3032	2466	0	
4935	Bambara	LOOK	lájɛ́	lájɛ́	l ⁵/a + dʒ ⁵/ɛ	3035	2484 5196	4024	
